OID_,Civil_Count,Food_Count,HealthCare_Count,town,town_id,coast,taz,ES_FLAG,OBJECTID,Civil_Count1,Food_Count1,HealthCare_Count1,town_1,town_id_1,coast_1,taz_1,BUFF_DIST,shape_Length_1,shape_Area_1,ES_FLAG1,Shape_Length,Shape_Area,ES_FLAG_ALL,OBJECTID_12,taz_12,HLTH_COUNT,town_12,ES_COUNT05,HLTH_COUNT05,HIED_COUNT05,shape_Length_12,shape_Area_12,ES_COUNT1,HLTH_COUNT1,HIED_COUNT1,shape_Length_12_13,shape_Area_12_13,HIED_COUNT,ES_DEN_TAZ,ES_DEN_1,ES_DEN_05,ES_COUNT,OBJECTID_1,Join_Count,TARGET_FID,town_12_13,town_id_12,coast_12,objectid_12_13,taz_12_13,ORIG_FID,BUFF_DIST_1,COLLEGE,CAMPUS,ADDRESS,CITY,ZIPCODE,PLUS_FOUR,GEOG_TOWN,MAIN_TEL,URL,NCES_ID,TYPE,NCES_TYPE,CATEGORY,DEGREEOFFR,AWARDSOFFR,LARGEPROG,CAMPUSSETT,CAMPUSHOUS,L_SRC,CE_OBJECTID,FID,CE_College,Undergraduate_Enrollment,Graduate_Enrollment,Total_Enrollment,One,Lat,Lng,HIED_ID,shape_Length_12_13_14,shape_Area_12_13_14,HIED_Count5,Shape_Length_12_13_14_15,Shape_Area_12_13_14_15,HLTH_COUNT05m,HIED_COUNT05m,ES_COUNT05m,HLTH_COUNT1m,HIED_COUNT1m,ES_COUNT1m,ES_DEN_05m,ES_DEN_1m
25,2,1,0,BOXBOROUGH,37,N,2199,1,25,4,0,0,BOXBOROUGH,37,N,2199,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,15484.364677569124979,13229361.836903525516391,1,1758,2199,,BOXBOROUGH,0,0,0,5055.913399325487262,2034180.041791053256020,4,0,0,10111.826798650974524,8136720.167164213024080,,0.978878702622116,1.273239544735163,0.000000000000000,5,25,0,25,BOXBOROUGH,37,N,37,2199,25,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,15484.364677569124979,13229361.836903525516391,0,0,5,0,0,5,0.978878702622116,0.978878702622116
26,1,0,0,CAMBRIDGE,49,N,679,0,26,13,75,18,CAMBRIDGE,49,N,679,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1264.546986790199526,75976.431457851678715,1,679,679,1,CAMBRIDGE,20,3,2,5055.913399325487262,2034180.041791053256020,106,8,8,10111.826798650974524,8136720.167164213024080,1,204.536174752203436,33.740847935481810,25.464790894703256,6,26,47,26,CAMBRIDGE,49,N,49,679,26,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,47,1264.546986790199526,75976.431457851678715,3,2,20,8,8,106,25.464790894703299,33.740847935481803
27,2,1,1,HAMILTON,119,N,1195,1,27,0,0,0,HAMILTON,119,N,1195,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,14226.803560276470307,8947405.714933995157480,1,1195,1195,,HAMILTON,0,0,0,5055.913399325487262,2034180.041791053256020,0,0,0,10111.826798650974524,8136720.167164213024080,,1.447340264207764,0.000000000000000,0.000000000000000,5,27,4,27,HAMILTON,119,N,119,1195,27,8046.736093472188259,North Shore Community College (Danvers Campus),Danvers,1 Ferncroft Road,Danvers,01923, ,DANVERS,(978) 762-4000,http://www.northshore.edu,167312,PUB,"2-year, Public",Community College,"C, A",Less than one year certificate;One but less than two years certificate;Associate's degree, ,Suburb: Large,No,nces.ed.gov,64,GISDATA.COLLEGES_PT.219,North Shore Community College (Danvers Campus),2694,N/A,2694,1,42.590076271878971,-70.968714782148211,82-North Shore Community College (Danvers Campus),50559.133993256335089,203418004.179117113351822,4,14226.803560276470307,8947405.714933995157480,0,0,5,0,0,5,1.447340264207760,1.447340264207760
28,0,1,2,BOSTON,35,N,128,1,28,17,118,32,BOSTON,35,N,128,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1075.542950039651032,69244.584241367134382,1,128,128,3,BOSTON,52,7,1,5055.913399325487262,2034180.041791053256020,166,12,4,10111.826798650974524,8136720.167164213024080,1,261.824328510681880,52.839441106509256,66.208456326228458,7,28,44,28,BOSTON,35,N,35,128,28,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,44,1075.542950039651032,69244.584241367134382,7,1,52,12,4,166,66.208456326228500,52.839441106509298
29,0,1,0,BOSTON,35,N,78,0,29,25,163,47,BOSTON,35,N,78,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1008.763743000669479,66338.499375981278718,1,78,78,,BOSTON,92,12,6,5055.913399325487262,2034180.041791053256020,238,22,10,10111.826798650974524,8136720.167164213024080,,78.084012591429385,75.757752911742188,117.138038115634970,2,29,44,29,BOSTON,35,N,35,78,29,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,44,1008.763743000669479,66338.499375981278718,12,6,92,22,10,238,117.138038115634998,75.757752911742202
30,1,0,0,HOLBROOK,133,N,1731,0,30,2,0,1,HOLBROOK,133,N,1731,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,11825.638700383440664,6795365.635723429732025,1,1612,1731,,HOLBROOK,1,0,0,5055.913399325487262,2034180.041791053256020,3,0,0,10111.826798650974524,8136720.167164213024080,,0.381140360817332,0.954929658551372,1.273239544735163,1,30,0,30,HOLBROOK,133,N,133,1731,30,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,11825.638700383440664,6795365.635723429732025,0,0,1,0,0,3,0.381140360817332,0.954929658551372
31,1,0,0,HOLLISTON,136,N,1605,0,31,1,0,0,HOLLISTON,136,N,1605,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,13318.190868927234987,7563682.385916914790869,0,1510,1605,,HOLLISTON,0,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.342424229117251,0.318309886183791,0.000000000000000,1,31,0,31,HOLLISTON,136,N,136,1605,31,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,13318.190868927234987,7563682.385916914790869,0,0,1,0,0,1,0.342424229117251,0.318309886183791
32,0,3,0,BOSTON,35,N,261,0,32,10,46,25,BOSTON,35,N,261,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1461.957728281062600,70110.987903748638928,1,261,261,,BOSTON,19,3,2,5055.913399325487262,2034180.041791053256020,80,12,12,10111.826798650974524,8136720.167164213024080,,110.823774748730173,25.464790894703256,24.191551349968091,3,32,48,32,BOSTON,35,N,35,261,32,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,48,1461.957728281062600,70110.987903748638928,3,2,19,12,12,80,24.191551349968101,25.464790894703299
33,1,0,1,HUDSON,141,N,2257,0,33,1,0,1,HUDSON,141,N,2257,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,11791.130177993602047,7052745.315892260521650,0,1776,2257,,HUDSON,1,0,0,5055.913399325487262,2034180.041791053256020,2,0,0,10111.826798650974524,8136720.167164213024080,,0.734462395643068,0.636619772367581,1.273239544735163,2,33,0,33,HUDSON,141,N,141,2257,33,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,11791.130177993602047,7052745.315892260521650,0,0,2,0,0,2,0.734462395643068,0.636619772367581
34,0,0,1,BOSTON,35,N,74,0,34,25,180,47,BOSTON,35,N,74,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,727.107275853818010,31372.767760860588169,1,74,74,1,BOSTON,99,11,6,5055.913399325487262,2034180.041791053256020,255,20,9,10111.826798650974524,8136720.167164213024080,1,247.665886225998662,81.169020976866619,126.050714928781105,3,34,44,34,BOSTON,35,N,35,74,34,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,44,727.107275853818010,31372.767760860588169,11,6,99,20,9,255,126.050714928781005,81.169020976866605
35,0,2,0,BOSTON,35,N,75,0,35,25,189,48,BOSTON,35,N,75,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,631.317595304731753,23791.258434596602456,1,75,75,2,BOSTON,96,11,4,5055.913399325487262,2034180.041791053256020,265,20,9,10111.826798650974524,8136720.167164213024080,1,979.767129874531065,84.352119838704525,122.230996294575618,9,35,42,35,BOSTON,35,N,35,75,35,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,42,631.317595304731753,23791.258434596602456,11,4,96,20,9,265,122.230996294576002,84.352119838704496
36,0,0,0,CAMBRIDGE,49,N,680,0,36,13,69,17,CAMBRIDGE,49,N,680,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,1126.363428268012740,74669.451093025156297,1,680,680,,CAMBRIDGE,23,3,4,5055.913399325487262,2034180.041791053256020,99,7,8,10111.826798650974524,8136720.167164213024080,,34.686047270638838,31.512678732195276,29.284509528908742,1,36,47,36,CAMBRIDGE,49,N,49,680,36,8046.736093472188259,Boston College (Main Campus),Main Campus,140 Commonwealth Avenue,Chestnut Hill,02467, ,NEWTON,(617) 552-8000,http://www.bc.edu,164924,PRI,"4-year, Private not-for-profit",Research University,"C, B, PBC, M, PMC, D",Less than one year certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Small,Yes,nces.ed.gov,10,GISDATA.COLLEGES_PT.117,Boston College (Main Campus),N/A,13696,13696,1,42.335021249951438,-71.168754835547645,4-Boston College (Main Campus),50559.133993256335089,203418004.179117113351822,47,1126.363428268012740,74669.451093025156297,3,4,23,7,8,99,29.284509528908700,31.512678732195301
37,0,3,0,HOPKINTON,139,N,2301,0,37,0,2,0,HOPKINTON,139,N,2301,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,20615.577570312190801,17370553.544112361967564,0,1820,2301,,HOPKINTON,0,0,0,5055.913399325487262,2034180.041791053256020,2,0,0,10111.826798650974524,8136720.167164213024080,,0.447306662457486,0.636619772367581,0.000000000000000,3,37,0,37,HOPKINTON,139,N,139,2301,37,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,20615.577570312190801,17370553.544112361967564,0,0,3,0,0,3,0.447306662457486,0.447306662457486
38,0,0,0,BOSTON,35,N,30,0,38,22,160,42,BOSTON,35,N,30,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,785.547173681301047,38120.810318133335386,1,30,30,,BOSTON,94,5,2,5055.913399325487262,2034180.041791053256020,225,19,10,10111.826798650974524,8136720.167164213024080,,543.532645538402221,71.619724391352904,119.684517205105294,8,38,45,38,BOSTON,35,N,35,30,38,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,45,785.547173681301047,38120.810318133335386,5,2,94,19,10,225,119.684517205104996,71.619724391352904
39,3,4,0,CARLISLE,51,N,1445,1,39,5,1,0,CARLISLE,51,N,1445,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,22475.722329224459827,22509428.484710056334734,1,1349,1445,,CARLISLE,0,0,0,5055.913399325487262,2034180.041791053256020,6,0,0,10111.826798650974524,8136720.167164213024080,,1.035561298608784,1.909859317102744,0.000000000000000,9,39,0,39,CARLISLE,51,N,51,1445,39,8046.736093472188259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50559.133993256335089,203418004.179117113351822,0,22475.722329224459827,22509428.484710056334734,0,0,9,0,0,9,1.035561298608780,1.035561298608780
40,0,0,0,BOSTON,35,N,71,0,40,21,184,49,BOSTON,35,N,71,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,2430.104002315757043,328688.853925308212638,1,71,71,,BOSTON,95,10,6,5055.913399325487262,2034180.041791053256020,256,21,9,10111.826798650974524,8136720.167164213024080,1,23.639269290894923,81.487330863050417,120.957756749840456,3,40,44,40,BOSTON,35,N,35,71,40,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,44,2430.104002315757043,328688.853925308212638,10,6,95,21,9,256,120.957756749840001,81.487330863050403
41,0,1,0,CHELSEA,57,N,477,0,41,8,62,7,CHELSEA,57,N,477,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,3674.383318717718794,454278.508467583742458,1,477,477,,CHELSEA,8,1,0,5055.913399325487262,2034180.041791053256020,77,4,0,10111.826798650974524,8136720.167164213024080,,11.402644245804733,24.509861236151881,10.185916357881302,2,41,26,41,CHELSEA,57,N,57,477,41,8046.736093472188259,Lincoln Technical Institute, ,5 Middlesex Avenue,Somerville,02145, ,SOMERVILLE,(617) 776-3500,https://www.lincolntech.edu/,165556,PRI,"< 2-year, Private for-profit",Technical Institute,C,Less than one year certificate;One but less than two years certificate,Medical/Clinical Assistant,Suburb: Large,No,nces.ed.gov,49,GISDATA.COLLEGES_PT.184,Lincoln Technical Institute,368,N/A,368,1,42.391068763654516,-71.082403896141770,40-Lincoln Technical Institute,50559.133993256335089,203418004.179117113351822,26,3674.383318717718794,454278.508467583742458,1,0,8,4,0,77,10.185916357881300,24.509861236151899
42,0,0,0,WAKEFIELD,305,N,840,0,42,5,9,3,WAKEFIELD,305,N,840,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,6593.117361792026713,2094568.548972648335621,1,840,840,,WAKEFIELD,1,0,0,5055.913399325487262,2034180.041791053256020,17,2,0,10111.826798650974524,8136720.167164213024080,,0.000000000000000,5.411268065124442,1.273239544735163,0,42,2,42,WAKEFIELD,305,N,305,840,42,8046.736093472188259,Catherine Hinds Institute of Esthetics, ,300 Wildwood Avenue,Woburn,01801, ,WOBURN,(781) 935-3344,http://www.catherinehinds.edu,165255,PRI,"< 2-year, Private for-profit",Private Vocational School,C,Less than one year certificate;One but less than two years certificate,Master Aesthetician/Esthetician,Suburb: Large,No,nces.ed.gov,19,GISDATA.COLLEGES_PT.204,Catherine Hinds Institute of Esthetics,210,N/A,210,1,42.493277753112032,-71.137146571566248,86-Catherine Hinds Institute of Esthetics,50559.133993256335089,203418004.179117113351822,2,6593.117361792026713,2094568.548972648335621,0,0,0,2,0,17,0.000000000000000,5.411268065124440
43,0,3,0,BOSTON,35,N,41,0,43,19,168,43,BOSTON,35,N,41,1609.347218694437515,10111.826798650974524,8136720.167163999751210,1,692.639892860047667,28918.972800307048601,1,41,41,1,BOSTON,128,4,4,5055.913399325487262,2034180.041791053256020,231,19,7,10111.826798650974524,8136720.167164213024080,,716.481357251480631,73.529583708455647,162.974661726100834,8,43,44,43,BOSTON,35,N,35,41,43,8046.736093472188259,Harvard University (School of Public Health),School of Public Health,677 Huntington Ave,Boston,02115, ,BOSTON,(617) 432-1031,http://www.hsph.harvard.edu/,166027,PRI,"4-year, Private not-for-profit",Research University,"A, B, PBC, M, PMC, D",Associate's degree;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate;Doctor's degree - research/scholarship;Doctor's degree - professional practice, ,City: Midsize,Yes,IN-WEBSITE,36,GISDATA.COLLEGES_PT.118,Harvard University (School of Public Health),N/A,2169,2169,1,42.335311323962586,-71.102951174040868,5-Harvard University (School of Public Health),50559.133993256335089,203418004.179117113351822,44,692.639892860047667,28918.972800307048601,4,4,128,19,7,231,162.974661726101004,73.529583708455604
44,1,1,0,CONCORD,67,N,1442,0,44,0,1,0,CONCORD,67,N,1442,1609.347218694437515,10111.826798650974524,8136720.167163999751210,0,17478.101129107311863,13930493.691794563084841,0,1346,1442,,CONCORD,1,0,0,5055.913399325487262,2034180.041791053256020,1,0,0,10111.826798650974524,8136720.167164213024080,,0.371844410914294,0.318309886183791,1.273239544735163,2,44,1,44,CONCORD,67,N,67,1442,44,8046.736093472188259,National Aviation Academy New England Campus, ,150 Hanscom Drive,Bedford,01730, ,LINCOLN,(781) 274-8448,http://www.naa.edu,165635,PRI,"2-year, Private for-profit",Technical Institute,C,Two but less than 4 years certificate,Airframe Mechanics and Aircraft Maintenance Technology/Technician,Suburb: Large,No,nces.ed.gov,59,GISDATA.COLLEGES_PT.194,National Aviation Academy New England Campus,289,N/A,289,1,42.461502426617351,-71.289980304112163,46-National Aviation Academy New England Campus,50559.133993256335089,203418004.179117113351822,1,17478.101129107311863,13930493.691794563084841,0,0,2,0,0,2,0.371844410914294,0.371844410914294
